"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2023-03-08,2026-04-08,"BOC Fresh - Ad 2 | Conversion | October | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,440.318,"Using campaign budget",0,2201.59,5871,2871,2024-10-13,2024-10-13,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - Ad 3 | Conversion | October | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,2128.7,"Using campaign budget",0,2128.7,5569,2941,2024-10-20,2024-10-20,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Fresh - Ad 4 | Conversion | October | 2024",completed,,,,"Using campaign budget",0,1973.48,4098,1855,2024-10-27,2024-10-27,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Ambewela Promo | Awareness | October | 2024",inactive,24670,reach,23.41183624,7500,Lifetime,577.57,24670,24670,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank Total | Awareness | October | 2024",completed,317920,reach,47.18168093,15000,Lifetime,15000,442297,317920,2024-10-29,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:25+0530
2023-03-08,2026-04-08,"Peoples Total - Ad 1 | Conversion | October | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,2225.43,"Using campaign budget",0,2225.43,5685,3016,2024-10-08,2024-10-08,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total - Ad 2 | Conversion | October | 2024",completed,3,actions:offsite_conversion.fb_pixel_purchase,757.72333333,"Using campaign budget",0,2273.17,5391,3132,2024-10-15,2024-10-15,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total - Ad 3 | Conversion | October | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,2034.88,"Using campaign budget",0,2034.88,4330,2494,2024-10-22,2024-10-22,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Total - Ad 4 | Conversion | October | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,1926.43,"Using campaign budget",0,1926.43,5489,3312,2024-10-29,2024-10-29,"7-day click",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank F | Awareness | October | 2024",completed,211671,reach,47.24312731,10000,Lifetime,10000,282569,211671,2024-10-30,2024-10-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:37+0530
2023-03-08,2026-04-08,"D2D Contents | Awareness | October | 2024",completed,492400,reach,40.61738424,20000,Lifetime,20000,653594,492400,2024-10-31,2024-10-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-17T16:48:07+0530
2023-03-08,2026-04-08,"Lunch & Dinner Combo | Awareness | October | 2024",completed,568706,reach,35.16755582,20000,Lifetime,20000,681981,568706,2024-11-09,2024-10-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO SS | Awareness | October | 2024",completed,332104,reach,45.16657433,15000,Lifetime,15000,412912,332104,2024-11-03,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLOW Wattala | Awareness | October | 2024",completed,343504,reach,43.66761377,15000,Lifetime,15000,433310,343504,2024-11-03,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BKNM | Awareness | October | 2024",completed,205144,reach,36.5596849,7500,Lifetime,7500,206632,205144,2024-11-01,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"25 - 31 Fresh | Awareness | October | 2024",completed,449976,reach,42.63651839,3000,Daily,19185.41,460976,449976,2024-10-31,2024-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-25T14:30:02+0530
2023-03-08,2026-04-08,"Union Bank 40 | Awareness | October | 2024",completed,504354,reach,49.56835873,25000,Lifetime,25000,513663,504354,2024-10-31,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 1 | Conversion | October | 2024",completed,29,actions:offsite_conversion.fb_pixel_purchase,344.82758621,10000,Lifetime,10000,41855,21321,2024-10-08,2024-10-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Beverage | Conversion | October | 2024",completed,12,actions:offsite_conversion.fb_pixel_purchase,167.83833333,"Using campaign budget",0,2014.06,8374,3287,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:11+0530
2023-03-08,2026-04-08,"L&NL - Frozen | Conversion | October | 2024",completed,14,actions:offsite_conversion.fb_pixel_purchase,786.93214286,"Using campaign budget",0,11017.05,40735,14028,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:15+0530
2023-03-08,2026-04-08,"L&NL - Homeware | Conversion | October | 2024",completed,2,actions:offsite_conversion.fb_pixel_purchase,820.32,"Using campaign budget",0,1640.64,4429,2237,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:17+0530
2023-03-08,2026-04-08,"Cyber Thursday - Ad 1 | Conversion | October | 2024",completed,9,actions:offsite_conversion.fb_pixel_purchase,1111.11111111,10000,Lifetime,10000,43514,21167,2024-10-10,2024-10-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB T - Ad 1 | Conversion | October | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,1000,5000,Lifetime,5000,25998,16696,2024-10-10,2024-10-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank AC - Ad 1 | Conversion | October | 2024",completed,6,actions:offsite_conversion.fb_pixel_purchase,1166.63333333,7000,Lifetime,6999.8,32721,20308,2024-10-10,2024-10-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB Total - Ad 1 | Conversion | October | 2024",completed,22,actions:offsite_conversion.fb_pixel_purchase,454.53863636,10000,Lifetime,9999.85,39304,20591,2024-10-11,2024-10-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 2 | Conversion | October | 2024",completed,27,actions:offsite_conversion.fb_pixel_purchase,370.37037037,10000,Lifetime,10000,33270,17201,2024-10-15,2024-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mega Pola | Conversion | October | 2024",completed,145,actions:offsite_conversion.fb_pixel_purchase,317.77110345,1500,Daily,46076.81,139382,37012,2024-11-14,2024-10-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-25T16:43:32+0530
2023-03-08,2026-04-08,"Cyber Thursday - Ad 2 | Conversion | October | 2024",completed,6,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,10000,Lifetime,10000,54354,23356,2024-10-17,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB T - Ad 2 | Conversion | October | 2024",completed,10,actions:offsite_conversion.fb_pixel_purchase,500,5000,Lifetime,5000,30527,18152,2024-10-17,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank AC - Ad 2 | Conversion | October | 2024",completed,12,actions:offsite_conversion.fb_pixel_purchase,583.33333333,7000,Lifetime,7000,33326,20672,2024-10-17,2024-10-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 | Conversion | October | 2024",completed,22,actions:offsite_conversion.fb_pixel_purchase,454.54545455,10000,Lifetime,10000,27445,12995,2024-10-22,2024-10-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Cyber Thursday - Ad 3 | Conversion | October | 2024",completed,6,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,10000,Lifetime,10000,35931,16424,2024-10-24,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB T - Ad 3 | Conversion | October | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,1000,5000,Lifetime,5000,13973,8232,2024-10-24,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank AC - Ad 3 | Conversion | October | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,1400,7000,Lifetime,7000,23742,14747,2024-10-24,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB T - Ad 3 | Conversion | October | 2024",completed,3,actions:offsite_conversion.fb_pixel_purchase,1666.66666667,5000,Lifetime,5000,16351,9750,2024-10-24,2024-10-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan 25 | Conversion  | October | 2024",completed,24,actions:offsite_conversion.fb_pixel_purchase,1041.66666667,25000,Lifetime,25000,76717,36013,2024-10-25,2024-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB Total - Ad 2 | Conversion | October | 2024",completed,7,actions:offsite_conversion.fb_pixel_purchase,1428.57142857,10000,Lifetime,10000,29427,17512,2024-10-25,2024-10-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 | Conversion | October | 2024",completed,21,actions:offsite_conversion.fb_pixel_purchase,714.28571429,15000,Lifetime,15000,40372,19755,2024-10-29,2024-10-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Cyber Thursday - Ad 4 | Conversion | October | 2024",completed,8,actions:offsite_conversion.fb_pixel_purchase,1250,10000,Lifetime,10000,35029,16802,2024-10-31,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB T - Ad 4 | Conversion | October | 2024",completed,7,actions:offsite_conversion.fb_pixel_purchase,714.28571429,5000,Lifetime,5000,13467,7979,2024-10-31,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank AC - Ad 4 | Conversion | October | 2024",completed,3,actions:offsite_conversion.fb_pixel_purchase,2333.33333333,7000,Lifetime,7000,19319,12207,2024-10-31,2024-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Nov 10 BBP | AC | Conversion | November | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,3000,15000,Lifetime,15000,42401,20386,2024-11-10,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-10T15:04:13+0530
2023-03-08,2026-04-08,"L&NL - Grocery | Conversion | October | 2024",completed,60,actions:offsite_conversion.fb_pixel_purchase,625.45866667,"Using campaign budget",0,37527.52,141182,37735,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:19+0530
2023-03-08,2026-04-08,"L&NL - Household | Conversion | October | 2024",completed,59,actions:offsite_conversion.fb_pixel_purchase,561.46186441,"Using campaign budget",0,33126.25,125172,33867,2024-10-31,2024-10-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-10-14T12:39:22+0530
2023-03-08,2026-04-08,"KKC - ML | Message | October | 2024",completed,121,actions:onsite_conversion.messaging_conversation_started_7d,41.32231405,5000,Lifetime,5000,29821,20308,2024-10-11,2024-10-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Uber Market | Traffic | October | 2024",completed,,,,20000,Lifetime,19991.55,72288,36385,2024-11-15,2024-10-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-06T09:39:08+0530
2023-03-08,2026-04-08,"KKC - CR | Message | October | 2024",completed,100,actions:onsite_conversion.messaging_conversation_started_7d,50,5000,Lifetime,5000,20304,13509,2024-10-26,2024-10-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"D2D Contents | Engagement | October | 2024",completed,3271,actions:post_engagement,1.52858147,5000,Lifetime,4999.99,30003,17265,2024-11-03,2024-10-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"6th Anniversary Teasers | Engagement | October | 2024",completed,13266,actions:post_engagement,0.30152269,4000,Lifetime,4000,32119,25923,2024-11-02,2024-10-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"01 - 07 Fresh | Awareness | November | 2024",completed,293872,reach,35.89998367,3000,Daily,10550,300786,293872,2024-11-07,2024-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-06T09:38:33+0530
2023-03-08,2026-04-08,"CIC WC | Awareness | November | 2024",completed,86524,reach,34.67246082,3000,Lifetime,3000,89773,86524,2024-11-07,2024-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank Fresh | Awareness | November | 2024",completed,326508,reach,45.94068139,15000,Lifetime,15000,369617,326508,2024-11-13,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HSBC | Awareness | November | 2024",completed,272798,reach,47.65430832,13000,Lifetime,13000,305757,272798,2024-11-13,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB | Awareness | November | 2024",completed,231501,reach,44.06028484,10200,Lifetime,10200,254183,231501,2024-11-13,2024-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-13T16:03:45+0530
2023-03-08,2026-04-08,"Com Bank Total | Awareness | November | 2024",completed,249066,reach,40.2704504,10030,Lifetime,10030,250415,249066,2024-11-13,2024-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-13T15:53:20+0530
2023-03-08,2026-04-08,"Super 6er Carousel | AC | Awareness | November | 2024",completed,1287606,reach,52.82574794,4000,Daily,68018.75,1733746,1287606,2024-11-24,2024-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-11T12:33:18+0530
2023-03-08,2026-04-08,"Peoples Total | Awareness | November | 2024",completed,70762,reach,49.34738984,3600,Lifetime,3491.92,73392,70762,2024-11-11,2024-11-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-11T09:55:53+0530
2023-03-08,2026-04-08,"Peoples Fresh | Awareness | November | 2024",completed,189480,reach,39.58201393,7500,Lifetime,7500,191319,189480,2024-11-09,2024-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"All Bank Promo | AC | Awareness | November | 2024",completed,1124381,reach,53.36269467,60000,Lifetime,60000,1174703,1124381,2024-11-12,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Nov 9 BBP | AC | Awareness | November | 2024",completed,322369,reach,46.53052868,15000,Lifetime,15000,327639,322369,2024-11-09,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC | Awareness | November | 2024",completed,202357,reach,49.41761343,10000,Lifetime,10000,213270,202357,2024-11-10,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mushroom RC | Awareness | November | 2024",completed,280867,reach,35.60404035,10000,Lifetime,10000,329409,280867,2024-11-30,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-11T12:31:53+0530
2023-03-08,2026-04-08,"CCD | SP | Awareness | November | 2024",completed,273057,reach,36.6223902,10000,Lifetime,10000,316228,273057,2024-11-30,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-13T16:17:26+0530
2023-03-08,2026-04-08,"SS A | AC | Awareness | November | 2024",completed,1321237,reach,37.8433241,50000,Lifetime,50000,1354012,1321237,2024-11-24,2024-11-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"MS A | AC | Awareness | November | 2024",completed,1334849,reach,37.45742028,50000,Lifetime,50000,1360458,1334849,2024-11-24,2024-11-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"NDB 23rd | Awareness | November | 2024",completed,393165,reach,48.72135109,20000,Lifetime,19155.53,411756,393165,2024-11-23,2024-11-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank Prem - 23 | Awareness | November | 2024",completed,193098,reach,49.61496235,10000,Lifetime,9580.55,207104,193098,2024-11-23,2024-11-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 1 | Conversion | November | 2024",completed,21,actions:offsite_conversion.fb_pixel_purchase,476.19047619,10000,Lifetime,10000,39280,22146,2024-11-05,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"D2D Contents | Engagement | November | 2024",completed,81392,actions:post_engagement,0.36858659,30000,Lifetime,30000,231099,150937,2024-11-30,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB - Ad 1 | Conversion | November | 2024",completed,23,actions:offsite_conversion.fb_pixel_purchase,321.60217391,7500,Lifetime,7396.85,27560,14303,2024-11-07,2024-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank Total - Ad 1 | Conversion | November | 2024",completed,8,actions:offsite_conversion.fb_pixel_purchase,857.41375,7000,Lifetime,6859.31,25022,15881,2024-11-07,2024-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"KKC - T | Message | November | 2024",completed,81,actions:onsite_conversion.messaging_conversation_started_7d,61.41098765,5000,Lifetime,4974.29,19023,13075,2024-11-08,2024-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Super 6er | AC | Engagement | November | 2024",completed,80256,actions:post_engagement,0.41241714,36000,Lifetime,33098.95,180864,124981,2024-11-24,2024-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-09T10:19:13+0530
2023-03-08,2026-04-08,"Union Bank | Awareness | November | 2024",inactive,16864,reach,47.56463472,10000,Lifetime,802.13,17500,16864,2024-11-10,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Nov 11 BBP | AC | Conversion | November | 2024",completed,9,actions:offsite_conversion.fb_pixel_purchase,1642.75888889,15000,Lifetime,14784.83,31297,15943,2024-11-11,2024-11-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Nov 12 BBP | AC | Conversion | November | 2024",completed,16,actions:offsite_conversion.fb_pixel_purchase,937.166875,15000,Lifetime,14994.67,35482,15926,2024-11-12,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Giveaway | AC | Engagement | November | 2024",completed,6609,actions:post_engagement,6.04334846,40000,Lifetime,39940.49,76550,47055,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 2 | Conversion | November | 2024",completed,26,actions:offsite_conversion.fb_pixel_purchase,384.61538462,10000,Lifetime,10000,20316,10875,2024-11-12,2024-11-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"D2D Contents | Awareness | November | 2024",completed,762800,reach,42.60618773,32500,Lifetime,32500,981105,762800,2024-11-30,2024-11-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB - Ad 2 | Conversion | November | 2024",completed,2,actions:offsite_conversion.fb_pixel_purchase,3740.25,7500,Lifetime,7480.5,23525,12154,2024-11-14,2024-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank Total - Ad 2 | Conversion | November | 2024",completed,7,actions:offsite_conversion.fb_pixel_purchase,997.50142857,7000,Lifetime,6982.51,25694,16659,2024-11-14,2024-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"WA6 | AC | Awareness | November | 2024",completed,612947,reach,40.78656067,25000,Lifetime,25000,696083,612947,2024-11-30,2024-11-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Mega Pola | Conversion | November | 2024",completed,172,actions:offsite_conversion.fb_pixel_purchase,290.43145349,50000,Lifetime,49954.21,178034,53554,2024-12-16,2024-11-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-12-02T17:38:42+0530
2023-03-08,2026-04-08,"GLO Tuesday - Ad 3 | Conversion | November | 2024",completed,16,actions:offsite_conversion.fb_pixel_purchase,408.149375,10000,Lifetime,6530.39,27997,16419,2024-11-19,2024-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"IMD | SP | Awareness | November | 2024",inactive,31583,reach,30.78428268,1500,Lifetime,972.26,33175,31583,2024-11-19,2024-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Com Bank Total - Ad 3 | Conversion | November | 2024",completed,13,actions:offsite_conversion.fb_pixel_purchase,534.43,7000,Lifetime,6947.59,29041,15759,2024-11-21,2024-11-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PAB - Ad 3 | Conversion | November | 2024",completed,11,actions:offsite_conversion.fb_pixel_purchase,454.54545455,5000,Lifetime,5000,27088,16291,2024-11-21,2024-11-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Saturday | Awareness | November | 2024",completed,356491,reach,56.10046256,20000,Lifetime,19999.31,529767,356491,2024-12-21,2024-11-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Fresh - Ad 2 | Conversion | November | 2024",completed,4,actions:offsite_conversion.fb_pixel_purchase,1538.5875,7000,Lifetime,6154.35,28694,15980,2024-11-23,2024-11-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC Total - 24th | Conversion | November | 2024",completed,3,actions:offsite_conversion.fb_pixel_purchase,3331.76666667,10000,Lifetime,9995.3,69158,52104,2024-11-24,2024-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank - 24th | Conversion | November | 2024",completed,9,actions:offsite_conversion.fb_pixel_purchase,1110.95666667,10000,Lifetime,9998.61,82283,61425,2024-11-24,2024-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"GLO Tuesday - Ad 4 | Conversion | November | 2024",completed,46,actions:offsite_conversion.fb_pixel_purchase,217.39130435,10000,Lifetime,10000,40403,24375,2024-12-03,2024-12-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Page Like | November | 2024",completed,709,actions:like,10.68026798,300,Daily,7572.31,20822,9851,2024-11-30,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"QP1 | Traffic | November | 2024",completed,8,actions:omni_landing_page_view,657.84,1000,Daily,5262.72,42690,18562,2024-11-10,2024-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-06T12:09:38+0530
2023-03-08,2026-04-08,"Peoples Fresh - Ad 1 | Conversion | November | 2024",completed,5,actions:offsite_conversion.fb_pixel_purchase,1062.844,"Using campaign budget",0,5314.22,19434,10553,2024-11-09,2024-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-09T09:59:02+0530
2023-03-08,2026-04-08,"BOC - Ad 1 | Conversion | November | 2024",completed,6,actions:offsite_conversion.fb_pixel_purchase,1582.69166667,"Using campaign budget",0,9496.15,36890,19930,2024-11-10,2024-11-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Beverage | Conversion | November | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,858.44,"Using campaign budget",0,858.44,2975,1401,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Grocery | Conversion | November | 2024",completed,4,actions:offsite_conversion.fb_pixel_purchase,552.0975,"Using campaign budget",0,2208.39,5427,2017,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Homeware | Conversion | November | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,3115.6,"Using campaign budget",0,3115.6,6930,3273,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Household | Conversion | November | 2024",completed,8,actions:offsite_conversion.fb_pixel_purchase,637.93875,"Using campaign budget",0,5103.51,15650,5826,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"L&NL - Frozen | Conversion | November | 2024",completed,1,actions:offsite_conversion.fb_pixel_purchase,3595.81,"Using campaign budget",0,3595.81,7940,3157,2024-11-15,2024-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Early Black Friday | Awareness | November | 2024",completed,989939,reach,50.50816262,50000,Lifetime,50000,1038325,989939,2024-11-24,2024-11-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-22T18:32:28+0530
2023-03-08,2026-04-08,"Early Black Friday - All | Conversion | November | 2024",completed,135,actions:offsite_conversion.fb_pixel_purchase,1110.01037037,150000,Lifetime,149851.4,521120,181233,2024-11-27,2024-11-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-26T10:32:09+0530
2023-03-08,2026-04-08,"Teaser | Black Friday | Awareness | November | 2024",completed,262132,reach,38.12487602,10000,Lifetime,9993.75,264575,262132,2024-11-25,2024-11-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Early Black Friday - WP | Conversion | November | 2024",completed,21,actions:offsite_conversion.fb_pixel_purchase,728.83571429,10000,Daily,15305.55,39591,23345,2024-11-27,2024-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Early Black Friday - CP | Conversion | November | 2024",completed,16,actions:offsite_conversion.fb_pixel_purchase,625,10000,Lifetime,10000,30276,19237,2024-11-27,2024-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Early Black Friday - All | Link Click | November | 2024",completed,1537,actions:link_click,4.94766428,5000,Daily,7604.56,87864,44302,2024-11-27,2024-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Black Friday Ad S1 | Awareness | November | 2024",completed,1233406,reach,40.53815208,50000,Lifetime,50000,1255430,1233406,2024-11-28,2024-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-11-26T15:26:50+0530
