"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,"Attribution setting"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 11th April",not_delivering,1277,actions:offsite_conversion.fb_pixel_view_content,6.52571652,"Using ad set budget",0,8333.34,93131,42338,2024-04-11,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Household - April 2024",not_delivering,851,actions:offsite_conversion.fb_pixel_view_content,3.83961222,"Using ad set budget",0,3267.51,45776,23827,2024-04-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Groceries - April 2024",not_delivering,2273,actions:offsite_conversion.fb_pixel_view_content,2.19973603,"Using ad set budget",0,5000,106585,37314,2024-04-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB April 2024",not_delivering,389800,reach,38.48127245,"Using ad set budget",0,15000,391303,389800,2024-04-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 9",not_delivering,197810,reach,75.83034225,"Using ad set budget",0,15000,204719,197810,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 10",not_delivering,195441,reach,76.74950497,"Using ad set budget",0,15000,197522,195441,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank Fresh April",not_delivering,298450,reach,50.25967499,"Using ad set budget",0,15000,343028,298450,2024-04-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Fresh April 2024",not_delivering,382428,reach,52.29745207,"Using ad set budget",0,20000.01,469689,382428,2024-04-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank April 2024",not_delivering,378260,reach,52.8737112,"Using ad set budget",0,20000.01,473757,378260,2024-04-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 7 - Odatha",not_delivering,104038,reach,72.08904439,"Using ad set budget",0,7500,105344,104038,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 18th April – Copy",not_delivering,1444,actions:offsite_conversion.fb_pixel_view_content,5.77101108,"Using ad set budget",0,8333.34,114601,43176,2024-04-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NTB Amex 19th April 2024",not_delivering,814204,reach,55.26870416,"Using ad set budget",0,45000,903599,814204,2024-04-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline - April 2024",not_delivering,409640,reach,48.82335709,"Using ad set budget",0,20000,436831,409640,2024-04-20,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 25th April",not_delivering,1463,actions:offsite_conversion.fb_pixel_view_content,5.69606288,"Using ad set budget",0,8333.34,104300,43704,2024-04-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB 26th April",not_delivering,334170,reach,44.88733279,"Using ad set budget",0,15000,341744,334170,2024-04-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Market - 25th April",not_delivering,61780,video_thruplay_watched_actions,0.48559404,"Using ad set budget",0,30000,108097,76730,2024-05-09,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB 27th April 2024",not_delivering,412133,reach,48.52802372,"Using ad set budget",0,20000,415071,412133,2024-04-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh May 2024",not_delivering,462458,reach,37.84127423,"Using ad set budget",0,17500,587594,462458,2024-05-08,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia May 2024",not_delivering,341379,reach,44.30559583,"Using ad set budget",0,15125,435303,341379,2024-05-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"LOLC May 2024",not_delivering,361278,reach,41.51927325,"Using ad set budget",0,15000,476575,361278,2024-05-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Groceries - May 2024",inactive,16,actions:link_click,5.91375,"Using ad set budget",0,94.62,1868,1681,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 2nd May",not_delivering,960,actions:offsite_conversion.fb_pixel_view_content,9.84180208,"Using ad set budget",0,9448.13,123745,70056,2024-05-09,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty - Groceries - May 2024",not_delivering,656,actions:offsite_conversion.fb_pixel_view_content,4.93370427,"Using ad set budget",0,3236.51,42322,18640,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO May 2024",not_delivering,636221,reach,41.25924797,"Using ad set budget",0,26250,776346,636221,2024-05-11,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Fresh May 2024",not_delivering,306054,reach,40.84246571,"Using ad set budget",0,12500,383572,306054,2024-05-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Beverages May 2024",inactive,1263,actions:offsite_conversion.fb_pixel_view_content,4.97790182,"Using ad set budget",0,6287.09,104374,37036,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Fresh May 2024",not_delivering,320230,reach,40.20547731,"Using ad set budget",0,12875,397307,320230,2024-05-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank May 2024",not_delivering,317671,reach,40.52311983,"Using ad set budget",0,12873.02,390467,317671,2024-05-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Household May 2024",not_delivering,6225,actions:offsite_conversion.fb_pixel_view_content,5.06931727,"Using ad set budget",0,31556.5,504040,134276,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath May 2024",not_delivering,502958,reach,41.75298932,"Using ad set budget",0,21000,643452,502958,2024-05-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"People's Total Bill May 2024",not_delivering,557239,reach,43.06949083,"Using ad set budget",0,24000,753036,557239,2024-05-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pick Me Food Offer Post May 2024",not_delivering,148753,reach,33.61276747,"Using ad set budget",0,5000,155331,148753,2024-05-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 9th May",not_delivering,1939,actions:offsite_conversion.fb_pixel_view_content,7.99381124,"Using ad set budget",0,15500,186059,79692,2024-05-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Chilled & Frozen- May 2024",not_delivering,2242,actions:offsite_conversion.fb_pixel_view_content,2.67618198,"Using ad set budget",0,6000,108129,42619,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh May 2024 – Copy",not_delivering,476979,reach,47.16700316,"Using ad set budget",0,22497.67,632801,476979,2024-05-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 9th May – Copy",not_delivering,893,actions:offsite_conversion.fb_pixel_view_content,7.8387458,"Using ad set budget",0,7000,98676,49531,2024-05-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Total May",not_delivering,435726,reach,34.42530398,"Using ad set budget",0,15000,437933,435726,2024-05-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola 2024",not_delivering,710032,reach,42.25161683,"Using ad set budget",0,30000,768361,710032,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Burger Day Promo - May 2024",not_delivering,144037,reach,34.71330283,"Using ad set budget",0,5000,146616,144037,2024-06-02,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB 31st May",not_delivering,244346,reach,40.92557275,"Using ad set budget",0,10000,252886,244346,2024-05-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"People's Fresh  1th June - 5pm-8pm",not_delivering,0,reach,,"Using ad set budget",0,0,0,0,2024-06-01,"7-day click or 1-day view"
2023-03-08,2026-04-08,"People's Fresh - June",not_delivering,237451,reach,42.11395193,"Using ad set budget",0,10000,301106,237451,2024-06-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union - June 2nd",not_delivering,286650,reach,43.60718646,"Using ad set budget",0,12500,359248,286650,2024-06-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Fresh - June",not_delivering,284500,reach,43.93673111,"Using ad set budget",0,12500,353175,284500,2024-06-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total June 2024",not_delivering,241475,reach,41.41215447,"Using ad set budget",0,10000,312667,241475,2024-06-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HSBC Total Bill June 2024",not_delivering,482574,reach,41.44442096,"Using ad set budget",0,20000,623411,482574,2024-06-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Thursday Online - June",not_delivering,0,reach,,"Using ad set budget",0,0,0,0,2024-06-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PABC June 2024",not_delivering,226675,reach,44.11602515,"Using ad set budget",0,10000,284751,226675,2024-06-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty & Non Loyalty Products - June 2024",not_delivering,504131,reach,109.74776397,"Using ad set budget",0,55327.25,1628094,504131,2024-06-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Saturday - June",not_delivering,429854,reach,46.52742559,"Using ad set budget",0,20000,543736,429854,2024-06-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB June",not_delivering,148112,reach,33.75823701,"Using ad set budget",0,5000,148456,148112,2024-06-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pick me Food Offer June 2024",not_delivering,265590,reach,37.65202003,"Using ad set budget",0,10000,265590,265590,2024-06-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Com Fresh June 2024",not_delivering,145373,reach,34.39428229,"Using ad set budget",0,5000,147012,145373,2024-06-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Bairaha Whole Chicken Promo - June 24th",not_delivering,149031,reach,33.55006676,"Using ad set budget",0,5000,151363,149031,2024-06-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan Super Salary Saver -25th",not_delivering,291620,reach,34.29120088,"Using ad set budget",0,10000,295796,291620,2024-06-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog Genie June 2024 50% Thalawathugoda",not_delivering,553465,reach,54.20396954,"Using ad set budget",0,30000,640417,553465,2024-06-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB 28th June",not_delivering,0,reach,,"Using ad set budget",0,0,0,0,1970-01-01,-
2023-03-08,2026-04-08,"Commercial Fresh - July 2024",not_delivering,440174,reach,40.89262428,"Using ad set budget",0,17999.87,522404,440174,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HSBC - July 2024",not_delivering,465525,reach,38.63094356,"Using ad set budget",0,17983.67,534943,465525,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PABC - July 2024",not_delivering,440797,reach,42.91934836,"Using ad set budget",0,18918.72,498739,440797,2024-07-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Commercial Total - July 2024",not_delivering,846255,reach,44.49789957,"Using ad set budget",0,37656.57,1022255,846255,2024-07-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Thursday Online - July 2024",not_delivering,418193,reach,37.31105016,"Using ad set budget",0,15603.22,450916,418193,2024-07-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats - 4th July -11th July",not_delivering,296477,reach,30.87649295,"Using ad set budget",0,9154.17,296477,296477,2024-07-11,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Saturday - July",not_delivering,624146,reach,52.07115002,"Using ad set budget",0,32500,793117,624146,2024-07-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Fresh - July",not_delivering,342779,reach,43.75863165,"Using ad set budget",0,14999.54,387367,342779,2024-07-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Fresh - July 2024",not_delivering,438590,reach,48.44690941,"Using ad set budget",0,21248.33,528396,438590,2024-07-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Total - July",not_delivering,387922,reach,46.72305257,"Using ad set budget",0,18124.9,431912,387922,2024-07-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola Video - July 2024",not_delivering,620375,reach,48.35784808,"Using ad set budget",0,30000,748000,620375,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total July - 2024",not_delivering,331670,reach,42.21063105,"Using ad set budget",0,14000,389256,331670,2024-07-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola Post - July",not_delivering,438320,reach,45.62876437,"Using ad set budget",0,20000,493448,438320,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty & Non loyalty Products - July 2024",not_delivering,1420902,reach,83.07554638,"Using ad set budget",0,118042.21,3710758,1420902,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Grocery - July 2024",not_delivering,26791,reach,27.00347131,"Using ad set budget",0,723.45,30710,26791,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Beverages - July 2024",not_delivering,337616,reach,86.72601417,"Using ad set budget",0,29280.09,805244,337616,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Household - July 2024",not_delivering,0,reach,,"Using ad set budget",0,0,0,0,1970-01-01,-
2023-03-08,2026-04-08,"Com Bank & HSBC Total Bill Video - July 2024",not_delivering,306778,reach,107.56964319,"Using ad set budget",0,33000,912282,306778,2024-07-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"GLOMARK NOODLE - July 2024",not_delivering,60437,reach,82.7092675,"Using ad set budget",0,4998.7,138166,60437,2024-07-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Total - July",not_delivering,382291,reach,39.23712565,"Using ad set budget",0,15000,416967,382291,2024-07-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Inspirits - July 11th -14th",not_delivering,17,actions:onsite_conversion.messaging_conversation_started_7d,176.47058824,"Using ad set budget",0,3000,10711,7300,2024-07-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB  -July 2024",not_delivering,250777,reach,39.87606519,"Using ad set budget",0,10000,280240,250777,2024-07-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DIALOG GENIE JULY 19TH",completed,239113,reach,41.82123097,"Using ad set budget",0,10000,240525,239113,2024-07-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan 25th July",completed,460202,reach,43.45917662,"Using ad set budget",0,20000,468853,460202,2024-07-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats -29th -5th August",completed,1421,actions:link_click,10.55594652,"Using ad set budget",0,15000,146614,87309,2024-08-05,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats -5th August",completed,141719,reach,35.2810844,"Using ad set budget",0,5000,143519,141719,2024-08-05,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats | Traffic Ads | August",completed,4634,actions:link_click,6.47375054,"Using ad set budget",0,29999.36,374375,149245,2024-08-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats | Reach Ads | August 2024",completed,249277,reach,40.11601552,"Using ad set budget",0,10000,310694,249277,2024-08-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank | Fresh | August 2024",completed,1071,actions:link_click,4.7154155,"Using ad set budget",0,5050.21,100788,35654,2024-08-11,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia Bank | Total | August 2024",completed,891,actions:omni_landing_page_view,11.22239057,"Using ad set budget",0,9999.15,151297,37544,2024-08-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"GLO Saturday | Awareness | August 2024",completed,743087,reach,48.58968062,"Using ad set budget",0,36106.36,1065913,743087,2024-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Special Offers | Awareness | August 2024",completed,500093,reach,39.99256138,"Using ad set budget",0,20000,698340,500093,2024-08-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC | Fresh | August 2024",completed,204075,reach,32.91711381,"Using ad set budget",0,6717.56,220649,204075,2024-08-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank | Total | August 2024",completed,186191,reach,36.39950374,"Using ad set budget",0,6777.26,214998,186191,2024-08-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"IYD | Awareness | August 2024",not_delivering,,,,"Using ad set budget",0,59027.69,1334146,744592,2024-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"IYD | Engagement | August 2024",completed,100825,actions:post_engagement,0.62484503,"Using ad set budget",0,63000,436157,154898,2024-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"August Bank Offers | Maashie | Awareness | August 2024",completed,752401,reach,46.51774785,"Using ad set budget",0,35000,1055482,752401,2024-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank | Total | Awareness | August 2024",completed,275797,reach,36.25855249,"Using ad set budget",0,10000,319804,275797,2024-08-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HSBC Bank | Total | August 2024",completed,903061,reach,44.29379632,"Using ad set budget",0,40000,1236721,903061,2024-08-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"IYD | Registration | Link Clicks | August 2024",completed,2773,actions:link_click,4.3267436,"Using ad set budget",0,11998.06,200809,61659,2024-09-03,"7-day click or 1-day view"
